ID,Created,QA Name,Agent ID,Operation,Customer Account Number,Interaction Number,Interaction Type,Date of Interaction,Time of Interaction,Was the Value of the credit accurate?,How much compensation WAS given by the Agent?,How much compensation SHOULD the Agent have given?,What Credit Code was used?,Was the Credit Code used correctly?,What credit code should have been used?,Were credit rules followed as per Support?,Failure reasons,Commentary for Credit adherence,Appealed?,What was appealed?,Tech M Appeal Comments,Initial Appeal Decision,Reasons for Initial Appeal Outcome Decision,Re-appeal?,Re-appeal comments,Final UK Position,Final UK Position commentary,Object ID/Title of Process,What have we amended from orignal audit?,Created_Date,Credit_given,Credit_Amount_Correct
501,18/07/2024 15:53,employee_17,56744,Airtime Payment Support,981848329,00G7DN5E4GA5B62FQEM362LAES0I2T85,Voice,07/07/2024,13:57:00,Yes,5,5,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario: 
The customer requested that the £5 non DD charge be removed as they believed the DD was set up on the account already and advised they hadn’t cancelled this. The advisor removed the charge and advised this was a one off waiver.  
Aligned with credit as per support. 
Support Article - Managing recurring payment discount disputes (Amdocs – B2C) objid231783
Support Evidence - Section 4.1 ‘Offer the customer £5 credit to their account.’
Empowerment used – N/A.",No,,,,,,,,,,,18/07/2024,5.0,5.0
502,18/07/2024 16:22,employee_12,76203,Complaints,987542099,00G7DN5E4GA5B62FQEM362LAES0IMSI8,Voice,17/07/2024,16:03:00,Yes,48.68,48.68,B2C-Deceased/Terminal Illness,yes,B2C-Deceased/Terminal Illness,Yes,"[""N/A - No Fails""]","Scenario - The account holder has sadly passed away and the caller notifies us of this.
 
Aligned with the credit - As per support.
 
Support Article - Managing a deceased customer’s account (Amdocs B2C - Bereavement Team Only)
Last updated 06/03/2024
Object ID 223397
 
Support evidence - Caller would like to cancel the account.
 
Waive any outstanding balance.
 
If there's an outstanding balance, apply a credit using Credit FA, use the code: Deceased Or Terminal Illness Closure. (Apply a credit on the closed account and zero balance the account).
 
Empowerment Used - N/A",No,,,,,,,,,,,18/07/2024,48.68,48.68
503,18/07/2024 16:57,employee_12,61790,Complaints,101400293,9afa519c-7fff-4e9f-a53d-2e7640f79011,Webchat,17/07/2024,14:11:03,Yes,2.16,2.16,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario - The customer's bill is higher than expected due to OOB charges, advising they were told in store they would get free roaming in Zimbabwe.

Aligned with the credit as per the OOB process

Support Article - Managing billing disputes (Amdocs B2C) - Object ID 208119

Support evidence - ""Step1: Negotiate and offer up to 50% of disputed amount

Step 2: If the customer doesn't agree, offer a one-off credit up to £60 of the disputed amount

Credit applied as charge level",No,,,,,,,,,,,18/07/2024,2.16,2.16
504,19/07/2024 12:29,employee_12,78198,Complaints,100972466,00CMKDLLS0A5B6L71UM362LAES1VBQM2,Voice,16/07/2024,17:12:00,No,22.65,22.33,B2C-Network Fault,yes,B2C-Network Fault,Yes,"[""Above credit thresholds - Gave customer too much credit""]","Scenario - The customer is facing Network issues, resolve outcome of CP2. 1st agent offered 7 days credit.
CRT agent was advised by the customer the issue has been ongoing for weeks.
Based on support, 14 days credit offered as the customer advises this has been impacting them for a few weeks.
Agent stated MRC is £48.55, and gave 14 days as £22.65
For the MRC of £48.55 the calculator gives 14 days as £22.33

Not Aligned with the credit as per support. 

Support Article - Coverage Policy (Amdocs B2C - Tech team, Reconnect Team & Complaints), Last updated 29/04/2024
Object ID 219801

Support evidence -  Code to be used: B2C – Network Fault

Amount to be offered: 7 days Line rental credit OR Daily Line rental up to the fix date

Conditions:
•	Credit can only be offered from the date when the last credit finished.
•	If resolve doesn't provide a date, consider LR for 7 days
•	Credit date can be backdated up to 7 days prior to customer calling to report as long as there is evidence on Resolve

Empowerment used - N/A
Correctional credit as per the policy.",Yes,"[""Credit Adherence accuracy""]",Valid Credit - Advisor has followed correct Coverage policy to offer credit based on the process. Since the value on the credit is incorrect this will be a value adherence.,Remains Unjustified,"Adherence - Credit should have been given and it was.

Value - As per the TechM comments and commentary it supports that the value is incorrect, making this credit unjustified on value alone.",,,,,"Coverage Policy (Amdocs B2C - Tech team, Reconnect Team & Complaints)

Last updated 03/06/2024
Object ID 219791","Value of credit accurate - Changed from a ""Yes"" to a ""No"".

Credit rules followed as per support - Changed from a ""No"" to a ""Yes""",19/07/2024,22.65,22.33
505,19/07/2024 12:38,employee_16,58057,Tech,963485791,00CMKDLLS0A5B6L71UM362LAES1VFMST,Voice,17/07/2024,00:14:11,No,3.75,2.3,B2C-Network Fault,yes,B2C-Network Fault,No,"[""Above credit thresholds - Gave customer too much credit""]","Scenario: Customer has been having issues using their device at their home address, both indoors and outside. Phone calls keep breaking and no internet. Customer on a rolling contract for the sim only - £10MLR. The agent runs the checks and shows that their is limited coverage at the customers home address. Agent says they would offer cancellation but the contract ended in 2015. The agent offered 7 days LR and contact Three if it keeps on happening then they can cancel as right now the customer is looking for credit. Customer accepts the 7 days. 

 
Are we aligned or not aligned with the applied credit?
Agent was not aligned as per support
 
Is there a support article that supports the credit being applied?
Coverage Policy (Amdocs B2C - Tech team, Reconnect Team & Complaints)

 
Support evidence - 
''CP5  = Code to be used: B2C – Network Fault
Amount to be offered: 7 days Line rental credit OR Daily Line rental up to the fix date''

If unaligned, what aspect was unaligned?

The customers MLR is £10, the agent advises on the call and in their notes they have applied 7 days LR for the customer due to on-going network issues. The DLR calculator shows that 7 days = £2.30. Although, the agent has applied £3.75 - uncertain where this figure has came from. 

Empowerment Used -
Complaint language - looking for GWG",No,,,,,,,,,,,19/07/2024,3.75,2.3
506,19/07/2024 13:41,employee_16,74366,Tech,102152578,cf80cf30-acf9-4431-9d79-c6531d600018,Webchat,17/07/2024,23:14:52,Yes,8.86,8.86,B2C-Network Fault,yes,B2C-Network Fault,Yes,"[""Below credit thresholds - Gave customer too little credit""]","Scenario: The customer has been facing issues with making and receiving calls. The agent ran the checks on resolve and it showed that there is issues with the local mast, it is due to be fixed by 26/07/24. Advised to follow CP2. The agent offered the customer 10 days LR (up until the fix date). £29.96MRC -> £9.84 for 10 days LR as per calculator. 

 
Are we aligned or not aligned with the applied credit?
Agent was not aligned as per support
 
Is there a support article that supports the credit being applied?
Coverage Policy (Amdocs B2C - Tech team, Reconnect Team & Complaints)

 
Support evidence - 
''CP2  = Code to be used: B2C – Network Fault
Amount to be offered: 7 days Line rental credit OR Daily Line rental up to the fix date''

If unaligned, what aspect was unaligned?

In the agents notes they advise they have offered the customer 10 days LR worth of credit. The agent has made an error and gave too little. The agent applied £8.86 but this is for 9 days credit. The agent should have applied £9.84, so it included 17/07/24 - 26/07/24 (10 days including the 17th). 

Empowerment Used -
N/A",Yes,"[""Credit Adherence accuracy"",""Credit Value accuracy""]","Valid Credit – Advisor has applied credit for 10day as per the account customer is paying LR £26.96 and the calculator show and amount as £8.86 which is the correct credit advisor applied. 
Customer LR is not £29.96.",Overturned,"Overturn because of QA error, agent has provided an accurate credit for the 10 days LR to the fix date known on resolve. Line rental calculator is correct with the customers MLR.",,,,,"Coverage Policy (Amdocs B2C - Tech team, Reconnect Team & Complaints)

Last updated 29/04/2024
Object ID 219801","Compensation SHOULD have been given - Changed from £9.84 to £8.86

Value of credit accurate - Changed from a ""No"" to a ""Yes"".

Credit rules followed as per support - Changed from a ""No"" to a ""Yes"".",19/07/2024,8.86,8.86
507,19/07/2024 14:01,employee_16,70795,Tech,939186039,99ab20c0-d155-4d6f-b2ac-2406e0da400f,Webchat,17/07/2024,00:33:55,Yes,17.26,17.26,B2C-Network Fault,yes,B2C-Network Fault,Yes,"[""N/A - No Fails""]","Scenario: The customer is unhappy as they have not been able to use their services for a week. Calls cut off, it is long to send messages etc. The agent runs the checks and resolve advises that the customers local mast can get busy, causing slower speeds. Advised to follow CP6. The agent offered 1 month LR (£17.26) as there is no fix date, as per support. 

 
Are we aligned or not aligned with the applied credit?
Agent was aligned as per support
 
Is there a support article that supports the credit being applied?
Coverage Policy (Amdocs B2C - Tech team, Reconnect Team & Complaints)

 
Support evidence - 
''CP6  - Code to be used: B2C – Network Fault

Amount to be offered:

If date known - 50% line rental up to the fix date and if date not known - 1 month line rental credit - Mobile, SIM and Mobile Broadband''

If unaligned, what aspect was unaligned?
N/A

Empowerment Used -
Customer Journey - been in store.",No,,,,,,,,,,,19/07/2024,17.26,17.26
508,19/07/2024 14:51,employee_12,87329,Complaints,958844839,00CMKDLLS0A5B6L71UM362LAES1VICJB,Voice,17/07/2024,17:29:00,Yes,27.96,27.96,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario - The customer's bill is higher than expected as they've been charged OOB costs for roaming/international calls. 
(credits applied individually at charge level)
 
Aligned with the credit as per the OOB process

Support Article - Managing billing disputes (Amdocs B2C) - Object ID 208119 

Support evidence - OOB/ETB Next & Final Offer(Charges above £60.01)
Step 1:Offer customer 50% of outstanding OOB charge or £75, whichever is less.
Step 2:Offer customer 100% of outstanding OOB charge or £100, whichever is less.",No,,,,,,,,,,,19/07/2024,27.96,27.96
509,19/07/2024 15:51,employee_16,64605,Welcome,930034584,a9722918-4dc3-46cc-bad0-d75b41b82f90,Webchat,17/07/2024,00:46:44,Yes,27,27,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario: The customer wanted to know why their bill was so high. The agent explained there was OOB charges for data usage outside the EU. The customer was not happy as they were in Corfu, a part of the EU. The agent offered the customer 50% of the charges £27.00. The customer accepted this and the agent explained how to avoid charges like this again in the future. 

 
Are we aligned or not aligned with the applied credit?
Agent was aligned as per support
 
Is there a support article that supports the credit being applied?
'Managing billing disputes (Amdocs B2C)'

 
Support evidence - 
''OOB charges between £10.01 - £60	Step1: Negotiate and offer up to 50% of disputed amount
Step 2: If the customer doesn't agree, offer a one-off credit up to £60 of the disputed amount	OOB/ETB Charge: £60
Eligible refund:
Step 1: £30
Step 2: £60''

Amount to be offered:



If unaligned, what aspect was unaligned?
N/A

Empowerment Used -
Customer Journey.",No,,,,,,,,,,,19/07/2024,27.0,27.0
510,19/07/2024 16:14,employee_12,76527,Complaints,116703483,028K5E5G2KA5B9P8O76362LAES0119DQ,Voice,15/07/2024,15:54:00,Yes,5,5,B2C-Non-dd fee credit,yes,B2C-Non-dd fee credit,Yes,"[""N/A - No Fails""]","Scenario – Customer stated they thought a direct debit had been set up to cover the bills
 
Aligned with the credit as per support

Support Article - Managing recurring payment discount disputes (Amdocs – B2C) 
Last updated 26/04/2024, Object ID 231783

Support evidence - Code to be used: B2C-Non-DD fee credit
Amount to be offered: £5
Conditions: First time disputing for recurring payment discount",No,,,,,,,,,,,19/07/2024,5.0,5.0
511,22/07/2024 09:35,employee_16,85093,Welcome,940004980,9a7279c7-8fce-4f2d-b7a0-7e19d04d42b3,Webchat,17/07/2024,00:55:36,Yes,4.86,4.86,B2C-Credit for Out Of Bundle,yes,B2C-Credit for Out Of Bundle,Yes,"[""N/A - No Fails""]","Scenario: The customer wanted to know why they have been charged for text they haven't made. The agent explained there was £4.86 for texts to America. The customer says there has never been any text and there is no text. The agent offered the £0 spending cap. The agent offers to raise the case and offered the full credit. Customer accepted. 
 
Are we aligned or not aligned with the applied credit?
Agent was aligned as per support
 
Is there a support article that supports the credit being applied?
'Managing billing disputes (Amdocs B2C)'

 
Support evidence - 
''OOB charges up to £10	Offer full refund without negotiating.	OOB/ETB charge: £3
Eligible refund: £3''


If unaligned, what aspect was unaligned?
N/A

Empowerment Used -
Complaint Language.",No,,,,,,,,,,,22/07/2024,4.86,4.86
